entry,at,order
"""HSJ @ FJqZyN7BjN"" posts a big blind of 5",2026-08-01T01:49:20.239Z,178554896023905
"""500 @ gpP9uUffpu"" posts a small blind of 2",2026-08-01T01:49:20.239Z,178554896023904
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4550) | #2 ""HSJ @ FJqZyN7BjN"" (1427)",2026-08-01T01:49:20.239Z,178554896023901
"-- starting hand #223 (id: 2frak6xgajpg)  No Limit Texas Hold'em (dealer: ""500 @ gpP9uUffpu"") --",2026-08-01T01:49:20.239Z,178554896023900
"-- ending hand #222 --",2026-08-01T01:49:17.312Z,178554895731202
"""HSJ @ FJqZyN7BjN"" collected 50 from pot",2026-08-01T01:49:17.312Z,178554895731201
"Uncalled bet of 50 returned to ""HSJ @ FJqZyN7BjN""",2026-08-01T01:49:17.312Z,178554895731200
"""500 @ gpP9uUffpu"" folds",2026-08-01T01:49:16.486Z,178554895648600
"""HSJ @ FJqZyN7BjN"" bets 50",2026-08-01T01:49:15.530Z,178554895553000
"""500 @ gpP9uUffpu"" checks",2026-08-01T01:49:13.683Z,178554895368300
"River: 3♣, 5♦, 6♥, A♠ [6♣]",2026-08-01T01:49:10.991Z,178554895099100
"""HSJ @ FJqZyN7BjN"" calls 15",2026-08-01T01:49:10.167Z,178554895016700
"""500 @ gpP9uUffpu"" bets 15",2026-08-01T01:49:07.650Z,178554894765000
"Turn: 3♣, 5♦, 6♥ [A♠]",2026-08-01T01:49:06.190Z,178554894619000
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:49:05.332Z,178554894533200
"""500 @ gpP9uUffpu"" checks",2026-08-01T01:49:04.427Z,178554894442700
"Flop:  [3♣, 5♦, 6♥]",2026-08-01T01:49:03.195Z,178554894319500
"""500 @ gpP9uUffpu"" calls 10",2026-08-01T01:49:02.366Z,178554894236600
"""HSJ @ FJqZyN7BjN"" raises to 10",2026-08-01T01:49:01.297Z,178554894129700
"""500 @ gpP9uUffpu"" posts a big blind of 5",2026-08-01T01:48:59.992Z,178554893999205
"""HSJ @ FJqZyN7BjN"" posts a small blind of 2",2026-08-01T01:48:59.992Z,178554893999204
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4575) | #2 ""HSJ @ FJqZyN7BjN"" (1402)",2026-08-01T01:48:59.992Z,178554893999201
"-- starting hand #222 (id: g8jiz7zexsbi)  No Limit Texas Hold'em (dealer: ""HSJ @ FJqZyN7BjN"") --",2026-08-01T01:48:59.992Z,178554893999200
"-- ending hand #221 --",2026-08-01T01:48:53.965Z,178554893396502
"""500 @ gpP9uUffpu"" collected 180 from pot with Three of a Kind, 10's (combination: J♥, A♦, 10♠, 10♥, 10♦)",2026-08-01T01:48:53.965Z,178554893396501
"""500 @ gpP9uUffpu"" shows a J♥, 10♠.",2026-08-01T01:48:53.965Z,178554893396500
"""HSJ @ FJqZyN7BjN"" calls 65",2026-08-01T01:48:53.160Z,178554893316000
"""500 @ gpP9uUffpu"" raises to 65",2026-08-01T01:48:52.225Z,178554893222500
"""HSJ @ FJqZyN7BjN"" bets 5",2026-08-01T01:48:50.389Z,178554893038900
"River: A♦, 10♥, 5♣, 10♦ [4♦]",2026-08-01T01:48:49.487Z,178554892948700
"""500 @ gpP9uUffpu"" calls 5",2026-08-01T01:48:48.587Z,178554892858700
"""HSJ @ FJqZyN7BjN"" bets 5",2026-08-01T01:48:47.629Z,178554892762900
"Turn: A♦, 10♥, 5♣ [10♦]",2026-08-01T01:48:47.089Z,178554892708900
"""500 @ gpP9uUffpu"" calls 5",2026-08-01T01:48:46.246Z,178554892624600
"""HSJ @ FJqZyN7BjN"" bets 5",2026-08-01T01:48:45.348Z,178554892534800
"Flop:  [A♦, 10♥, 5♣]",2026-08-01T01:48:43.333Z,178554892333300
